Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Gears,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions,Fuel avg 
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,2,6,1,11.5,8.4,10.1,28,232,14.5
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,2,7,1,12.6,9.2,11.1,25,255,14.475
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,2,7,1,13,9.6,11.5,25,264,14.775
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,2,8,1,19.2,12.4,16.1,18,370,16.425
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,2,8,1,19.2,12.4,16.1,18,370,16.425
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,2,8,1,20.9,12.7,17.2,16,396,16.7
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,2,8,1,20.7,12.9,17.2,16,396,16.7
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,2,8,1,20.9,12.7,17.2,16,396,16.7
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,2,8,1,20.7,12.9,17.2,16,396,16.7
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,2,8,1,18.7,11.8,15.6,18,359,16.025
SCION,FR-S,MINICOMPACT,2,4,2,6,1,9.6,7,8.4,34,193,14.75
SCION,tC,COMPACT,2.5,4,2,6,0,10.2,7.6,9,31,207,14.45
SCION,xB,STATION WAGON - SMALL,2.4,4,2,4,0,10.9,8.5,9.8,29,225,14.55
SUBARU,BRZ,MINICOMPACT,2,4,2,6,1,9.6,7,8.4,34,193,14.75
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,2,5,0,14.2,11.1,12.8,22,294,15.025
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,2,5,0,14.2,11.1,12.8,22,294,15.025
TOYOTA,AVALON,MID-SIZE,3.5,6,2,6,0,11.3,7.5,9.6,29,221,14.35
TOYOTA,CAMRY,MID-SIZE,2.5,4,2,6,0,9.7,6.9,8.4,34,193,14.75
TOYOTA,CAMRY,MID-SIZE,3.5,6,2,6,0,11,7.7,9.5,30,218,14.55
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,2,6,0,11.7,9.5,10.7,26,246,14.475
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,2,6,0,12.5,9.3,11.1,25,255,14.475
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,2,6,0,13,9.8,11.6,24,267,14.6
TOYOTA,RAV4,SUV - SMALL,2.5,4,2,6,0,10,7.6,8.9,32,205,14.625
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,2,6,0,10.5,8.2,9.5,30,218,14.55
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,2,6,0,10,7.6,8.9,32,205,14.625
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,2,6,0,10.7,8.3,9.6,29,221,14.4
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,2,6,0,18.8,14,16.6,17,382,16.6
TOYOTA,SIENNA,MINIVAN,3.5,6,2,6,0,13,9.5,11.4,25,262,14.725
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,2,6,0,14.4,10.2,12.5,23,288,15.025
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,2,6,0,15.9,12.3,14.3,20,329,15.625
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,2,6,0,17.2,12.8,15.2,19,350,16.05
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,2,6,0,16.9,12.8,15.1,19,347,15.95
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,2,6,0,18.5,14.2,16.6,17,382,16.575
TOYOTA,VENZA,SUV - SMALL,2.7,4,2,6,0,11.6,9,10.4,27,239,14.5
TOYOTA,VENZA,SUV - SMALL,3.5,6,2,6,0,12.5,9,10.9,26,251,14.6
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,2,6,0,11.6,9.2,10.5,27,242,14.575
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,2,6,0,12.8,9.3,11.3,25,260,14.6
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,2,6,0,9.6,7.2,8.5,33,196,14.575
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,2,6,0,9.8,7.3,8.7,32,200,14.45
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,2,6,1,13.9,9.3,11.8,24,271,14.75
VOLKSWAGEN,GOLF,COMPACT,1.8,4,2,6,0,9.3,6.5,8.1,35,186,14.725
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,2,6,0,9.4,6.8,8.2,34,193,14.6
VOLKSWAGEN,JETTA,COMPACT,1.8,4,2,6,0,9.3,6.3,7.9,36,182,14.875
VOLKSWAGEN,JETTA,COMPACT,2,4,2,6,0,10.4,7,8.9,32,205,14.575
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,2,6,0,9.7,6.6,8.3,34,191,14.65
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,2,6,1,11.5,9.3,10.5,27,242,14.575
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,2,6,1,11.7,9.4,10.7,26,246,14.45
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,2,8,1,14.1,10.4,12.4,23,292,14.975
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,2,8,2,11.8,8.1,10.2,28,277,14.525
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,2,6,0,12.8,8.9,11,26,253,14.675
VOLVO,S60 T5 ,COMPACT,2,4,2,8,0,9.8,6.6,8.4,34,193,14.7
VOLVO,S60 T5 AWD,COMPACT,2.5,5,2,6,0,11.6,8.2,10.1,28,232,14.475
VOLVO,S60 T6   ,COMPACT,2,4,2,8,1,10.1,7.3,8.9,32,205,14.575
VOLVO,S60 T6 AWD,COMPACT,3,6,2,6,0,12.9,9,11.2,25,258,14.525
VOLVO,S80 T5,MID-SIZE,2,4,2,8,0,9.8,6.6,8.4,34,193,14.7
VOLVO,S80 T6 AWD,MID-SIZE,3,6,2,6,0,12.9,9,11.2,25,258,14.525
VOLVO,V60 CC,SUV - SMALL,2,4,2,8,0,9.8,7.6,8.8,32,202,14.55
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,2,6,0,11.8,8.5,10.3,27,237,14.4
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,2,6,0,12.8,8.9,11,26,253,14.675
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,2,8,0,9.8,6.6,8.4,34,193,14.7
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,2,6,0,11.6,8.2,10.1,28,232,14.475
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,2,6,0,12.9,9,11.2,25,258,14.525
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,2,6,0,13.1,9.5,11.5,25,264,14.775
VOLVO,XC60 T5,SUV - SMALL,2,4,2,8,0,9.8,7.6,8.8,32,202,14.55
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,2,6,0,13,9.4,11.4,25,262,14.7
VOLVO,XC60 T6  ,SUV - SMALL,2,4,2,8,1,10.7,7.8,9.4,30,216,14.475
VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,2,6,0,13.6,9.9,11.9,24,274,14.85
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,2,6,0,13.1,9.1,11.3,25,260,14.625
VOLVO,XC70 T5,SUV - SMALL,2,4,2,8,0,9.8,7.6,8.8,32,202,14.55
VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,2,6,0,13.6,9.9,11.9,24,274,14.85
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,2,9,1,12.7,9.1,11.1,25,254,14.475
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,2,9,1,12.2,9.1,10.7,26,251,14.5
ACURA,RDX AWD,SUV - SMALL,3.5,6,2,6,1,12.4,8.6,10.7,26,249,14.425
ACURA,RLX,MID-SIZE,3.5,6,2,6,1,11.9,7.7,10,28,235,14.4
ACURA,TLX SH-AWD,COMPACT,3.5,6,2,9,1,11.2,7.5,9.6,29,226,14.325
AUDI,A4 QUATTRO,COMPACT,2,4,2,8,1,11,7.8,9.6,29,224,14.35
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,2,8,1,11.2,8.4,9.9,29,232,14.625
AUDI,A5 QUATTRO,SUBCOMPACT,2,4,2,8,1,11,7.8,9.6,29,224,14.35
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,2,8,1,11.3,8,9.8,29,230,14.525
AUDI,A6 QUATTRO,MID-SIZE,2,4,2,8,1,10.8,7.3,9.2,31,211,14.575
AUDI,A6 QUATTRO,MID-SIZE,3,6,2,8,1,11.6,7.9,9.9,29,232,14.6
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3,6,2,8,2,9.4,6.2,7.8,36,213,14.85
AUDI,A7 QUATTRO,MID-SIZE,3,6,2,8,1,11.6,7.9,9.9,29,232,14.6
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3,6,2,8,2,9.4,6.2,7.8,36,213,14.85
AUDI,A8 QUATTRO,MID-SIZE,3,6,2,8,1,12.6,8,10.5,27,247,14.525
AUDI,A8 QUATTRO,MID-SIZE,4,8,2,8,1,12.9,8,10.7,26,249,14.4
AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3,6,2,8,2,9.8,6.5,8.4,34,224,14.675
AUDI,A8L QUATTRO,FULL-SIZE,4,8,2,8,1,13.1,8.3,10.9,26,255,14.575
AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,2,8,1,17.8,10.8,14.6,19,344,15.55
AUDI,Q3,COMPACT,2,4,2,6,1,12,8.2,10.3,27,242,14.375
AUDI,Q3 QUATTRO,COMPACT,2,4,2,6,1,11.9,8.4,10.3,27,240,14.4
AUDI,Q5 QUATTRO,SUV - SMALL,2,4,2,8,1,12,8.5,10.4,27,244,14.475
AUDI,Q5 QUATTRO,SUV - SMALL,3,6,2,8,1,13.2,9.2,11.4,25,267,14.7
AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3,6,2,8,2,10.2,7.8,9,31,244,14.5
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,2,8,1,9.8,7.9,8.9,32,209,14.65
AUDI,RS 7 QUATTRO,MID-SIZE,4,8,2,8,1,16.6,9.4,13.3,21,313,15.075
AUDI,S8 QUATTRO,MID-SIZE,4,8,2,8,1,15.7,9.4,12.8,22,300,14.975
AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,2,8,1,14.1,9.9,12.2,23,285,14.8
BENTLEY,CONTINENTAL GT,COMPACT,4,8,2,8,1,16.1,9.4,13.1,22,307,15.15
BENTLEY,CONTINENTAL GT,COMPACT,6,12,2,8,1,18.9,11.2,15.4,18,360,15.875
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,2,8,1,17.7,10.3,14.4,20,337,15.6
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,2,8,1,19.6,11.7,16,18,375,16.325
BENTLEY,FLYING SPUR,MID-SIZE,4,8,2,8,1,17.7,10,14.2,20,334,15.475
BENTLEY,FLYING SPUR,MID-SIZE,6,12,2,8,1,20.3,11.9,16.5,17,388,16.425
BENTLEY,MULSANNE,MID-SIZE,6.8,8,2,8,1,21,13.1,17.5,16,408,16.9
BMW,228i,SUBCOMPACT,2,4,2,8,1,9.9,6.5,8.4,34,197,14.7
BMW,228i xDRIVE,SUBCOMPACT,2,4,2,8,1,10.4,6.8,8.8,32,207,14.5
BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,320i,COMPACT,2,4,2,8,1,9.9,6.5,8.4,34,197,14.7
BMW,320i xDRIVE,COMPACT,2,4,2,8,1,10.4,6.8,8.8,32,207,14.5
BMW,328d xDRIVE,COMPACT,2,4,2,8,2,7.7,5.7,6.8,42,183,15.55
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,2,8,2,7.7,5.7,6.8,42,183,15.55
BMW,328i xDRIVE,COMPACT,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,2,8,1,12,7.9,10.2,28,238,14.525
BMW,340i,COMPACT,3,6,2,8,1,10.9,7.2,9.3,30,217,14.35
BMW,340i xDRIVE,COMPACT,3,6,2,8,1,10.9,7.3,9.3,30,216,14.375
BMW,428i CABRIOLET,SUBCOMPACT,2,4,2,8,1,10.8,6.7,8.9,32,211,14.6
BMW,428i COUPE,COMPACT,2,4,2,8,1,9.9,6.5,8.4,34,197,14.7
BMW,428i GRAN COUPE,COMPACT,2,4,2,8,1,10.8,6.7,8.9,32,211,14.6
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,2,8,1,11.3,7.1,9.4,30,221,14.45
BMW,428i xDRIVE COUPE,COMPACT,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,435i CABRIOLET,SUBCOMPACT,3,6,2,8,1,11.8,7.6,9.9,29,232,14.575
BMW,435i COUPE,COMPACT,3,6,2,8,1,11.6,7.7,9.9,29,232,14.55
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,2,8,1,11.9,8.1,10.2,28,238,14.55
BMW,435i xDRIVE COUPE,COMPACT,3,6,2,8,1,12,7.9,10.2,28,238,14.525
BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,2,8,1,12,7.9,10.2,28,238,14.525
BMW,528i xDRIVE,MID-SIZE,2,4,2,8,1,10.5,6.9,8.9,32,209,14.575
BMW,535d xDRIVE,MID-SIZE,3,6,2,8,2,9.2,6.3,7.9,36,212,14.85
BMW,535i xDRIVE,MID-SIZE,3,6,2,8,1,11.9,8.1,10.2,28,238,14.55
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,2,8,1,13,9.1,11.2,25,263,14.575
BMW,550i xDRIVE,MID-SIZE,4.4,8,2,8,1,14.4,9.6,12.3,23,288,14.825
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,2,8,1,11.9,8.1,10.2,28,238,14.55
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,2,8,1,11.9,8.1,10.2,28,238,14.55
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,2,8,1,14.4,9.6,12.3,23,288,14.825
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,750i xDRIVE,FULL-SIZE,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,ACTIVEHYBRID 5,MID-SIZE,3,6,2,8,1,10.6,7.9,9.4,30,219,14.475
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,2,8,1,14.3,9.3,12.1,23,283,14.675
BMW,M235i,SUBCOMPACT,3,6,2,8,1,11.6,7.7,9.9,29,232,14.55
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,2,8,1,11.6,7.7,9.9,29,232,14.55
BMW,M235i xDRIVE,SUBCOMPACT,3,6,2,8,1,12,7.9,10.2,28,238,14.525
BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,2,8,1,12,7.9,10.2,28,238,14.525
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,2,8,1,10.7,7.4,9.2,31,215,14.575
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,2,8,2,8.6,6.9,7.9,36,211,14.85
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,2,8,1,11.1,8.4,9.9,29,231,14.6
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,2,8,1,12.7,8.8,10.9,26,257,14.6
BMW,X4 M40i,SUV - SMALL,3,6,2,8,1,12.8,9.5,11.3,25,264,14.65
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,2,8,1,11.7,8.4,10.2,28,238,14.575
BMW,X4 xDRIVE35i,SUV - SMALL,3,6,2,8,1,12.7,8.8,10.9,26,257,14.6
BMW,X5 M,SUV - STANDARD,4.4,8,2,8,1,16.6,12.1,14.6,19,343,15.575
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,2,8,2,10,7.6,8.9,32,233,14.625
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,2,8,1,13,9.7,11.5,25,269,14.8
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,2,8,1,15.7,11.4,13.8,20,322,15.225
BMW,X6 M,SUV - STANDARD,4.4,8,2,8,1,16.6,12.1,14.6,19,343,15.575
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,2,8,1,13,9.7,11.5,25,269,14.8
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,2,8,1,15.7,11.4,13.8,20,322,15.225
BMW,Z4 sDRIVE28i,TWO-SEATER,2,4,2,8,1,10.7,7.1,9.1,31,212,14.475
BUICK,ENCORE,SUV - SMALL,1.4,4,2,6,0,9.5,7.2,8.5,33,199,14.55
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,2,6,0,10.2,8,9.2,31,215,14.6
BUICK,ENCORE SPORT TOURING,SUV - SMALL,1.4,4,2,6,0,8.5,6.9,7.8,36,182,14.8
BUICK,ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4,2,6,0,8.9,7.4,8.2,34,192,14.625
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,2,6,0,13.7,8.6,11.4,25,268,14.675
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,2,6,3,18.7,12.4,15.8,18,260,16.225
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,2,6,0,9.6,6.5,8.2,34,193,14.575
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,2,6,0,13.8,9,11.7,24,274,14.625
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,2,6,3,18.5,12.5,15.8,18,263,16.2
BUICK,REGAL,MID-SIZE,2,4,2,6,1,11.4,7.9,9.8,29,231,14.525
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,2,6,0,9.6,6.5,8.2,34,193,14.575
BUICK,REGAL AWD,MID-SIZE,2,4,2,6,1,12.4,8.7,10.7,26,252,14.45
BUICK,VERANO,COMPACT,2,4,2,6,1,11.4,7.9,9.8,29,231,14.525
BUICK,VERANO,COMPACT,2.4,4,2,6,0,11.3,7.4,9.6,29,224,14.325
CADILLAC,ATS,COMPACT,2,4,2,8,1,10.5,7.6,9.2,31,215,14.575
CADILLAC,ATS,COMPACT,2.5,4,2,8,0,10.6,7.3,9.1,31,214,14.5
CADILLAC,ATS,COMPACT,3.6,6,2,8,0,11.6,7.9,9.9,29,233,14.6
CADILLAC,ATS AWD,COMPACT,2,4,2,8,1,10.8,7.8,9.4,30,221,14.5
CADILLAC,ATS AWD,COMPACT,3.6,6,2,8,0,12.2,8.5,10.5,27,247,14.55
CADILLAC,ATS-V,COMPACT,3.6,6,2,8,1,14.7,9.8,12.5,23,293,15
CADILLAC,CT6,FULL-SIZE,2,4,2,8,1,11,7.6,9.5,30,222,14.525
CADILLAC,CT6 AWD,FULL-SIZE,3,6,2,8,1,13,9,11.2,25,263,14.55
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,2,8,0,12.8,8.7,11,26,257,14.625
CADILLAC,CTS,MID-SIZE,2,4,2,8,1,11,7.6,9.5,30,221,14.525
CADILLAC,CTS,MID-SIZE,3.6,6,2,8,0,11.6,7.9,9.9,29,233,14.6
CADILLAC,CTS AWD,MID-SIZE,2,4,2,8,1,11.2,8.1,9.8,29,229,14.525
CADILLAC,CTS AWD,MID-SIZE,3.6,6,2,8,0,12.2,8.5,10.5,27,247,14.55
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,2,8,1,14.7,9.8,12.5,23,293,15
CADILLAC,CTS-V,MID-SIZE,6.2,8,2,8,1,16.6,11.1,14.1,20,332,15.45
CADILLAC,SRX,SUV - STANDARD,3.6,6,2,6,0,14.2,9.8,12.3,23,287,14.825
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,2,6,0,14.8,10.4,12.8,22,300,15
CADILLAC,XTS,FULL-SIZE,3.6,6,2,6,0,13.6,8.6,11.3,25,263,14.625
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,2,6,0,13.9,8.9,11.6,24,273,14.6
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,2,6,1,15,10.2,12.8,22,302,15
CHEVROLET,CAMARO,COMPACT,2,4,2,8,1,10.9,7.5,9.3,30,218,14.425
CHEVROLET,CAMARO,COMPACT,3.6,6,2,8,0,12.3,8.5,10.6,27,248,14.6
CHEVROLET,CAMARO SS,COMPACT,6.2,8,2,8,1,14.2,8.4,11.6,24,272,14.55
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,2,8,1,14.6,8.1,11.7,24,275,14.6
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,2,8,1,17.7,10.2,14.3,20,335,15.55
CHEVROLET,CRUZE,COMPACT,1.4,4,2,6,0,7.8,5.6,6.8,42,159,15.55
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,2,6,0,7.8,5.9,6.9,41,160,15.4
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,2,6,0,9.1,6.3,7.8,36,184,14.8
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,2,6,0,10.5,6.8,8.8,32,207,14.525
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,2,6,0,10.6,7.5,9.2,31,215,14.575
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,2,6,0,12.5,8.2,10.6,27,248,14.575
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,2,6,3,17,11.5,14.5,19,239,15.5
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,2,6,0,13.9,9.3,11.9,24,272,14.775
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,2,6,4,15.2,9.5,12.7,22,213,14.85
CHEVROLET,MALIBU,MID-SIZE,2,4,2,8,1,10.6,7.1,9,31,211,14.425
CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,2,6,0,10,7,8.6,33,202,14.65
CHEVROLET,SONIC,COMPACT,1.4,4,2,6,0,9,6.8,8,35,188,14.7
CHEVROLET,SONIC,COMPACT,1.8,4,2,6,0,9.6,6.7,8.3,34,195,14.65
CHEVROLET,SONIC RS,COMPACT,1.4,4,2,6,0,9.5,7.1,8.4,34,195,14.75
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,2,6,0,9,6.8,8,35,188,14.7
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,2,6,0,9.6,6.7,8.3,34,195,14.65
CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,2,6,0,9.5,7.1,8.4,34,195,14.75
CHEVROLET,TRAX,SUV - SMALL,1.4,4,2,6,0,9.2,7,8.2,34,193,14.6
CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,2,6,0,9.7,7.6,8.7,32,205,14.5
FORD,EDGE,SUV - SMALL,2,4,2,6,0,11.5,7.8,9.8,29,231,14.525
FORD,EDGE (Start/Stop),SUV - SMALL,2,4,2,6,0,11.3,7.9,9.8,29,228,14.5
FORD,EDGE,SUV - SMALL,3.5,6,2,6,0,13.4,9,11.4,25,268,14.7
FORD,EDGE AWD,SUV - SMALL,2,4,2,6,0,11.8,8.4,10.3,27,240,14.375
FORD,EDGE AWD,SUV - SMALL,2.7,6,2,6,0,13.6,9.8,11.9,24,278,14.825
FORD,EDGE AWD,SUV - SMALL,3.5,6,2,6,0,13.7,9.6,11.8,24,278,14.775
FORD,ESCAPE,SUV - SMALL,1.6,4,2,6,0,10.1,7.4,8.9,32,208,14.6
FORD,ESCAPE,SUV - SMALL,2,4,2,6,0,10.9,7.9,9.6,29,224,14.35
FORD,ESCAPE,SUV - SMALL,2.5,4,2,6,0,10.9,7.6,9.4,30,220,14.475
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,2,6,0,10.5,7.9,9.4,30,220,14.45
FORD,ESCAPE AWD,SUV - SMALL,2,4,2,6,0,11.4,8.4,10,28,236,14.45
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,2,6,0,16.2,11.9,14.3,20,334,15.6
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,2,6,0,16.4,12.1,14.4,20,338,15.725
FORD,EXPLORER,SUV - STANDARD,2.3,4,2,6,0,12.6,8.5,10.8,26,253,14.475
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,2,6,0,13.9,9.6,12,24,280,14.875
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,2,6,3,18.7,12.9,16.1,18,264,16.425
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,2,6,0,13.1,9.1,11.3,25,265,14.625
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,2,6,0,14.9,10.7,13,22,305,15.15
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,2,6,0,14.4,10.4,12.6,22,295,14.85
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,2,6,3,19.7,14.1,17.2,16,282,16.75
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,2,6,0,12.3,9.2,10.9,26,256,14.6
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,2,6,0,13.5,9.8,11.9,24,278,14.8
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,2,6,0,13.1,9.8,11.2,25,263,14.775
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,2,6,0,14.7,10.7,12.9,22,303,15.075
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,2,6,0,15.3,10.6,13.2,21,309,15.025
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,2,6,3,20.6,14.3,17.8,16,292,17.175
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,2,6,0,16.8,11.8,14.5,19,341,15.525
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,2,6,3,20.6,14.3,17.8,16,293,17.175
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,2,6,0,13.1,10.1,11.7,24,275,14.725
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,2,6,0,14.7,10.7,12.9,22,303,15.075
